TCM_name;TCM_name_en;Herb_pinyin_name;Herb_latin_name;Properties;Meridian_1;Meridian_2;Meridian_3;Meridian_4;Meridian_5;Meridian_6;UsePart;Function;Indication;Toxicity;Clinical_manifestations;Therapeutic_en_class;Therapeutic_cn_class
桃金娘;Rosemyrtle;TAO JIN NIANG;Rhodomyrtus tomentosa;;;;;;;;fruit;To nourish blood and stanch bleeding, astringe intestines and secure essence.;Blood vacuity and general weakness, blood ejection, nosebleed(epistaxis), taxation damage hemoptysis, hematochezia, flooding and spotting, emission, vaginal discharge, dysentery, prolapse of rectum, scalds, bleeding due to external injury.;;;;
桂竹糖芥;Treacle Erysimum;GUI ZHU TANG JIE;Erysimum cheiranthoides;;;;;;;;whole herb;To strengthen heart and disinhibit urine, harmonize stomach and disperse food.;Cardiac failure, palpitation, edema, spleen-stomach disharmony, non-digestion of food accumulation.;;;;
都咸子;Common Cashew Fruit;DU XIAN ZI;Anacardium occidentale;;;;;;;;fruit;To moisten lung and transform phlegm, eliminate vexation and allay thirst.;Cough and counterflow, vexation and thirst.;;;;
云南山竹子;Yunnan Garcinia;YUN NAN SHAN ZHU ZI;Garcinia cowa;;;;;;;;stem-leaf;To clear heat and resolve toxin, expel worms.;Eczema, stomatitis, periodontitis, ulcerating welling abscess and sore, burns and scalds, leech in nose.;;;;
粟米草;Fiveleaf Carpetweed;SU MI CAO;Mollugo pentaphylla;;;;;;;;whole herb;To clear heat and transform damp, resolve toxin and disperse swelling.;Abdominal pain and diarrhea, dysentery, common cold with cough, summerheat stroke, skin heat papules, red eyes with gall, swelling toxin of sore and boil, poisonous snake bite, burns and scalds.;;;;
海韭菜;Shore Podgrass;HAI JIU CAI;Triglochin maritimum;;;;;;;;whole herb;To clear heat and engender liquid, resolve toxin and disinhibit damp.;Exuberant heat fluid damage, stomach heat vexation thirst, dribbling pain of urination.;;;;
番麻;American Agave;FAN MA;Agave americana;;;;;;;;leaf;To resolve toxin and draw out pus, kill worms, stanch bleeding.;Sores with welling abscess and flat abscess, scab and lichen, pelvic inflammation, flooding.;;;;
大三叶升麻;Cowparsnipleaf Bugbane;DA SAN YE SHENG MA;Cimicifuga heracleifolia;;;;;;;;rhizome;See Cimicifuga foetida.;See Cimicifuga foetida.;;;;
野山楂;Nippon Hawthorn Equivalent plant: Crataegus sanguinea, Crataegus kansuensis, Crataegus maximowiczii, Crataegus scabrifolia;YE SHAN ZHA;Crataegus cuneata;;;;;;;;fruit;To fortify spleen and disperse food, quicken blood and transform stasis.;Food stagnation, meat-type food accumulation, distending pain in stomach duct, postpartum blood stasis abdominal pain, lacquer sore, frostbite.;;;;
迎春花;Winter Jasmine;YING CHUN HUA;Jasminum nudiflorum;;;;;;;;leaf;To clear heat, resolve toxin, disinhibit damp.;Common cold with fever, dribbling pain of urination, pruritus of vulva, swelling toxin malign sore, knocks and falls, bleeding knife wound.;;;;
向日葵籽;Sunflower Seed;XIANG RI KUI ZI;Helianthus annuus;;;;;;;;seed;To outthrust papules, check dysentery, outthrust welling abscess and pus.;Blood dysentery, welling abscess with pus swelling.;;;;
暗紫贝母;Unibract Fritillary;AN ZI BEI MU;Fritillaria unibracteata;;;;;;;;bulb;See Fritillaria cirrhosa .;See Fritillaria cirrhosa .;;;;
"玄参; 元参";Figwort Root;XUAN SHEN;Radix Scrophulariae;"Cold; Sweet; Bitter; Salty";Lung; Stomach; Kidney;;;;root;To reduce heat from blood, to nourish yin, to quench fire, and to counteract toxicity. Treatment of febrile diseases with impairment of yin manifested by deep red tongue and dire thirst, or with eruptions, constipation due to impairment of body fluid, phthisis with cough, conjunctivitis, sore throat, scrofula, diphtheria, boils and sores.;Heat entering construction-blood, generalized fever, vexation and thirst, crimson tongue, macular eruption, steaming bone taxation cough, vacuity vexation and insomnia, fluid damage and constipation, dry eyes with clouded flowery vision, swelling pain in throat, scrofula with phlegm node, sore toxin of welling abscess and flat abscess. 1. Its alcoholic extract and its component methoxycinnamic acid can lower the typhoid vaccine-induced fever in rabbits.2. Its water or alcoholic infusion and decoction exert a mild hypotensive effect on anesthetized animals3. Lowering the level of blood sugar.4. Its infusion inhibits the growth of some dermatomyces.;;1. Its alcoholic extract and its component methoxycinnamic acid can lower the typhoid vaccine-induced fever in rabbits.2. Its water or alcoholic infusion and decoction exert a mild hypotensive effect on anesthetized animals3. Lowering the level of blood s;Heat Clearing Blood Cooling Drugs;清热凉血药
败酱草;Grass of Dahurian Patrinia;BAI JIANG CAO;Herba Patriniae;"Minor cold; Pungent; Bitter";Large Intestine; Stomach; Liver;;;;;1. To eliminate heat and toxic material, relieve abscess and promote pus drainage. 2. To remove blood stasis and alleviate pain;1. Two active components, patrinene and isopatrinene, possess sedative effect. 2. To promote regeneration of hepatic cells and portal circulation, protect hepatic cells from degernation and improve hepatic function.;;1. Two active components, patrinene and isopatrinene, possess sedative effect. 2. To promote regeneration of hepatic cells and portal circulation, protect hepatic cells from degernation and improve hepatic function. ;Antipyretic Detoxicate Drugs;清热解毒药
夜合花;Chinese Magnolia Flower;YE HE HUA;Magnolia coco;;;;;;;;flower;To move qi and dissipate stasis, relieve cough, check discharge.;Liver depression and qi pain, knocks and falls, concretion and conglomeration, Vaginal discharge.;;;;
小八角莲;Dwarf Many-flowered May-apple;XIAO BA JIAO LIAN;Dysosma difformis;;;;;;;;root and rhizome;To transform phlegm and dissipate binds, dispel stasis and relieve pain, clear heat and resolve toxin.;Swelling pain in throat, swollen welling abscess, clove sore, pneumonia, parotitis, poisonous snake bite, scrofula, knocks and falls.;;;;
栓翅卫矛;Corkywing Euonymus;SHUAN CHI WEI MAO;Euonymus phellomana;;;;;;;;bark of branch;To quicken blood and regulate menstruation, dissipate stasis and relieve pain.;Menstrual disorder , postpartum abdominal pain due to stasis obstruction, knocks and falls, wind-damp impediment pain.;;;;
羊乳;Goat Milk;YANG RU;Capra hircus, Ovis aries;;;;;;;;milk;To supplement vacuity, moisten dryness, harmonize stomach, resolve toxin.;Vacuity taxation with emaciation and weakness, diab etes mellitus, heartache, stomach reflux, vomiting, mouth sore, lacquer sore, spider bite.;;;;
百合;Bulb of Greenish Lily;BAI HE;Bulbus Lilii ;"Minor cold; Sweet";Heart;;;;;;bulb;To nourish yin and moisten the lung, and to tranquilize the mind.;Yin vacuity enduring cough, phlegm containing blood, fright palpitation and vacuity vexation, insomnia and frequent dreaming, trance.;;;Yin-Tonifying Medicinal;补阴药
挺茎遍地金;Elodia StJohn’swort;TING JING BIAN DI JIN;Hypericum elodeoides;;;;;;;;whole herb;See Hypericum wightianum.;See Hypericum wightianum.;;;;
野苜蓿;Sickle Alfalfa;YE MU XU;Medicago falcata;;;;;;;;whole herb;To fortify spleen and supplement vacuity, disinhibit urine and abate jaundice, soothe sinews and quicken network vessels.;Spleen vacuity and abdominal distention, indigestion, edema, jaundice, wind-damp impediment pain.;;;;
绣线菊叶;Japanese Spiraea Leaf;XIU XIAN JU YE;Spiraea japonica;;;;;;;;leaf;To resolve toxin and disperse swelling, eliminate putridity and engender flesh.;Fistula.;;;;
大金钱草;Christina Loosestrife;DA JIN QIAN CAO;Lysimachia christinae;;;;;;;;herb;To disinhibit water and free strangury, clear heat and resolve toxin, dissipate stasis and disperse swelling.;Gallstones, calculus of urinary system, heat strangury, nephritis with edema, damp-heat jaundice, swollen welling abscess, sore and boil, poisonous snake bite, knocks and falls.;;;;
扁桃;Peachform Mango;BIAN TAO;Mangifera persiciformis;;;;;;;;fruit;See Mangifera indica.;See Mangifera indica.;;;;
狭序唐松草;Narrowraceme Meadowrue;XIA XU TANG SONG CAO;Thalictrum atriplex;;;;;;;;rhizome and root;To clear heat and resolve toxin, cool liver, check dysentery.;Swelling and toxin of sore and welling abscess, damp-heat jaundice, dysentery, conjunctivitis.;;;;
红栓菌;Cinnabar-red Equivalent plant: Pycnoporus sanguineus;HONG SHUAN JUN;Trametes cinnabarina;;;;;;;;sporocarp;To resolve toxin and eliminate damp, stanch bleeding.;Dysentery, swelling pain in throat, knocks and falls, welling abscess and boil, itchy papules, bleeding due to external injury.;;;;
黄栌枝叶;Common Smoketree Branch-leaf;HUANG LU ZHI YE;Cotinus coggygria var. cinerea;;;;;;;;branchlet-leaf;To clear damp heat.;Jaundice, lacquer sore, burns and scalds.;;;;
榧子;Torrya seed;FEI ZI;Semen Torreyae;"Sweet; neutral";Lung; large intestine;;;;;Torreya grandis Fort.;For ascariasis and taeniasis. For constipation due to dryness of intestine.;As an anthelmintic for tapeworm and hookworm, more effective than that of tetrachloroethylene.;;As an anthelmintic for tapeworm and hookworm, more effective than that of tetrachloroethylene. ;Anthelmintic;驱虫
榕树;Smallfruit Fig;RONG SHU;Ficus microcarpa;;;;;;;;aerial root;To dissipate wind-heat, dispel wind-damp, quicken blood and relieve pain.;Influenza, pertussis, non-eruption of measles, tonsillitis, conjunctivitis, wind-damp bone pain, sand qi abdominal pain, enduring dysentery, stomachache, leukorrhea, eczema, pudendal itch, knocks and falls.;;;;
野杜仲;Largeflower Euonymus;YE DU ZHONG;Euonymus grandiflorus;;;;;;;;root or bark;To dispel wind and eliminate damp, quicken blood and free menstruation, transform stasis and dissipate binds.;Lumbago, amenorrhea due to blood stasis, dysmenorrhea.;;;;
酸模;Garden Sorrel;SUAN MO;Rumex acetosa;;;;;;;;root;To cool blood and stanch bleeding, drain heat and free stool, disinhibit urine, kill worms.;Blood ejection, hematochezia, profuse menstruation, heat dysentery, red eyes, constipation, urinary stoppage, strangury-turbidity, malign sore, scab and lichen, eczema.;;;;
麻黄根;"Ephedra Root; Chinese Ephedra Root";MA HUANG GEN;Radix Ephedrae;"Mild; Sweet";Lung;;;;;;root;To arrest perspiration.;Spontaneous sweating and night sweating.;;1. Its extract and its components ephedradine A, B, C and ephedrannin A exert a hypotensive effect and cause peripheral vasodilatation.2. Inducing muscular contraction of intestine and uterus.;Astringent Medicinal;收涩药
华南功劳叶;Japanese Mahonia Leaf;HUA NAN GONG LAO YE;Mahonia japonica;;;;;;;;leaf;See Mahonia bealei.;See Mahonia bealei.;;;;
酸模叶;Garden Sorrel Leaf;SUAN MO YE;Rumex acetosa;;;;;;;;leaf;To drain heat, relieve constipation, disinhibit urine, cool liver and stanch bleeding, resolve toxin.;Swelling pain in throat, gum hemorrhage, spleen vacuity diarrhea, painful wound from knocks and falls, hemorrhoids.;;;;
鸡脑;Chicken Brain;JI NAO;Gallus gallus domesticus;;;;;;;;brain;To extinguish wind and check tetany.;Difficult delivery, child fright epilepsy, infant night crying.;;;;
钝苞雪莲;Blacken Saussurea;DUN BAO XUE LIAN;Saussurea nigrescens;;;;;;;;whole herb;To quicken blood and regulate menstruation, clear heat and brighten eyes.;Menstrual disorder, steaming bone taxation fever, liver heat and red eyes.;;;;
檀香;Sandalwood;TAN XIANG;Lignum Santaii Albi;"Warm; Pungent";Spleen; Stomach; Kidney;;;;heartwood;To promote the flow of qi in the heart, to warm the spleen and stomach, to increse appetite, and to relieve pain.;Pain in chest and abdomen, cold stomachache, vomiting of water due to congealing cold qi stagnation, coronary heart disease with pattern of qi stagnation and blood stasis.;;;Qi Regulating Drugs;理气药
展毛翠雀花;Hair Larkspur;ZHAN MAO CUI QUE HUA;Delphinium kamaonense var. glabrescens;;;;;;;;whole herb;To clear heat and dry damp, check dysentery.;Damp-heat dysentery, enteritis and diarrhea.;;;;
兰胡卢巴;Blue Trigonella;LAN HU LU BA;Trigonella caerulea;;;;;;;;seed;To supplement kidney and disinhibit water, rectify qi and relieve pain.;Kidney vacuity lumbago, edema, spasmodic abdominal pain of gastrointestinal tract, mounting qi (hernia), painful swollen testes.;;;;
酢浆草;Creeping Oxalis;ZUO JIANG CAO;Oxalis corniculata [Syn. Oxalis repens];;;;;;;;whole herb;To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.;Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.;;;;
盾叶唐松草;Peltateleaf Meadowrue;DUN YE TANG SONG CAO;Thalictrum ichangense;;;;;;;;whole herb or root;To clear heat and resolve toxin, dry damp.;Damp-heat jaundice, damp-heat dysentery, infant fright wind, red eyes with gall, erysipelas wandering wind, goose-mouth sore, knocks and falls.;;;;
山桐子;Manyfruit Idesia;SHAN TONG ZI;Idesia polycarpa;;;;;;;;leaf;To clear heat and cool blood, dissipate stasis and disperse swelling.;Fracture, burns and scalds, bleeding due to external injury, blood ejection.;;;;
野漆树叶;Woods Lcaquertree Leaf;YE QI SHU YE;Rhus sylvestris;;;;;;;;leaf;To dispel stasis and disperse swelling, kill worms, resolve toxin.;Knocks and falls, bleeding due to external injury, ancylostomiasis, scab and lichen, sore toxin, poisonous snake bite.;;;;
密花豆;Suberect Spatholobus;MI HUA DOU;Spatholobus suberectus;;;;;;;;stem;To supplement blood, quicken blood, free network vessels.;Septicemia, menstrual disorder, blood vacuity, anemia due to malnutrition, anemia due to bleeding, anemia with yellow complexion, numbness and paralysis, wind-damp impediment pain.;;;;
台湾双蝴蝶;Taiwan Dualbutterfly Equivalent plant: Tripterospermum japonicum;TAI WAN SHUANG HU DIE;Tripterospermum taiwanense;;;;;;;;whole herb;To clear heat and resolve toxin, suppress cough.;Jaundice, wind-heat cough.;;;;
豆腐柴;Japanese Premna;DOU FU CHAI;Premna microphylla;;;;;;;;stem-leaf;To clear heat and resolve toxin.;Malaria, diarrhea, dysentery, drunkenness, swollen welling abscess, clove sore, erysipelas, snake or insect bites, bleeding due to external injury.;;;;
湖北山麦冬;Hubei Liriope;HU BEI SHAN MAI DONG;Liriope spicata var. prolifera;;;;;;;;tuberoid;See Ophiopogon japonicus .;See Ophiopogon japonicus.;;;;
瓦苇;Thunberg’s Lepisorus;WA WEI;Lepisorus thunbergianus;;;;;;;;whole herb;To clear heat and resolve toxin, disinhibit urine and free strangury, stanch bleeding.;Infant ardent fever, fright wind, swelling pain in throat, swollen welling abscess and sores, poisonous snake bite, dribbling and inhibited voidings of urination, hematuria, cough and hemoptysis.;;;;
辣薄荷;Pepper Mint;LA BO HE;Mentha piperita;;;;;;;;leaf;To course wind and dissipate heat, resolve toxin and dissipate binds.;Wind-heat common cold, headache, red eyes, sore pharynx, epidemic parotitis.;;;;
半夏;tuber of Pinellia;BAN XIA;Rhizoma Pinelliae;"Warm; Pungent";Lung; Spleen; Stomach;;;;tuber;To remove damp and phlegm, to relieve nausea and vomiting, and to eliminate stuffiness in the chest and the epigastrium.;Cough and asthma with abundant phlegm, vomiting nausea, glomus in chest, dizziness, headache, vexation and agitation in night, goiters with phlegm node, swelling toxin of welling abscess and flat abscess.;Extremely Toxic;1. Its decoction relieves cough in experimental cats. 2. The decoction of prepared and crude drud exerts an antiemetic effect in pigeons and dogs.;Phlegresolving Medicine;化痰药
牛靥;Ox Thyroid;NIU YE;Bos taurus domesticus, Bubalus bubalis;;;;;;;;thyroid;To disinhibit throat and disperse goiter.;Throat impediment, qi goiter.;;;;
防己;Root of Fourstamen Stephania;FANG JI;Radix Stephaniae Tetrandrae;"Cold; Pungent; Bitter";Bladder; Spleen; Kidney;;;;root;To cause diuresis and to relieve rheumatic conditions.;Beriberi with edema, inhibited urination, eczema, sore toxin, wind-damp impediment pain, hypertension, adjuvant in anesthesia.;;;Wind-Dampnessdispelling And Heatclearing Medicinal;祛风湿清热药
八仙花;Largeleaf Hydrangea;BA XIAN HUA;Hydrangea macrophylla;;;;;;;;root, leaf and flower;To interrupt malaria.;Malaria, fright palpitation due to heart heat, vexation and agitation.;;;;
巧茶;Khat;QIAO CHA;Catha edulis;;;;;;;;leaf;To clear heat, resolve toxin, raise spirit, allay thirst.;;;;;
